,UserId,Sensitivity,Awareness,Leadership,Sexual Harassment
0,127,1.0833333333333333,1.6,-0.35714285714285715,0.2222222222222222
1,128,0.9166666666666666,2.2,-0.14285714285714285,0.1111111111111111
2,129,0.9166666666666666,1.6,-0.07142857142857142,0.2222222222222222
3,130,1.0833333333333333,1.8,-0.5714285714285714,-0.8888888888888888
4,131,1.0833333333333333,1.8,0.14285714285714285,0.7777777777777778
5,141,0.8333333333333334,1.6,0.07142857142857142,-0.6666666666666666
6,132,0.9166666666666666,1.4,0.0,-0.6666666666666666
7,151,1.0,1.4,0.5714285714285714,0.2222222222222222
8,152,0.9166666666666666,1.1,0.07142857142857142,-0.5555555555555556
9,183,0.8333333333333334,1.6,0.5,-1.3333333333333333
10,186,0.8333333333333334,2.1,0.2857142857142857,-0.3333333333333333
11,134,1.1666666666666667,1.5,0.42857142857142855,0.1111111111111111
12,147,1.25,1.4,1.0714285714285714,-0.5555555555555556
13,156,1.1666666666666667,1.5,0.21428571428571427,-0.5555555555555556
14,158,1.3333333333333333,1.9,0.42857142857142855,0.1111111111111111
15,163,1.1666666666666667,1.9,0.9285714285714286,-0.5555555555555556
16,172,0.9166666666666666,2.0,0.2857142857142857,0.3333333333333333
17,136,0.9166666666666666,2.0,0.42857142857142855,-0.2222222222222222
18,148,1.1666666666666667,1.4,0.14285714285714285,-0.8888888888888888
19,160,0.9166666666666666,1.8,-0.21428571428571427,0.3333333333333333
20,164,1.5,2.6,0.42857142857142855,0.0
21,165,1.3333333333333333,1.3,0.5714285714285714,-0.3333333333333333
22,176,1.3333333333333333,1.0,0.5,-0.7777777777777778
23,137,1.1666666666666667,2.1,0.5714285714285714,-0.4444444444444444
24,146,1.25,2.1,0.21428571428571427,-0.1111111111111111
25,159,1.4166666666666667,1.3,0.14285714285714285,-0.6666666666666666
26,161,1.0,1.1,-0.07142857142857142,-0.5555555555555556
27,175,1.0833333333333333,1.4,0.21428571428571427,0.1111111111111111
28,138,1.3333333333333333,0.8,0.21428571428571427,-0.8888888888888888
29,145,0.6666666666666666,1.6,0.21428571428571427,-0.3333333333333333
30,149,1.3333333333333333,2.6,0.8571428571428571,0.2222222222222222
31,154,1.0,0.8,0.14285714285714285,-0.3333333333333333
32,157,1.0,1.4,-0.07142857142857142,-0.4444444444444444
33,139,1.25,1.5,-0.2857142857142857,-0.6666666666666666
34,155,1.1666666666666667,2.2,0.2857142857142857,-0.2222222222222222
35,179,1.4166666666666667,1.6,0.0,-0.7777777777777778
36,142,1.3333333333333333,1.9,0.07142857142857142,-0.5555555555555556
37,170,0.9166666666666666,1.4,-0.21428571428571427,-0.7777777777777778
38,180,1.4166666666666667,2.0,0.14285714285714285,-0.6666666666666666
39,184,1.0833333333333333,1.0,0.35714285714285715,0.3333333333333333
40,185,1.4166666666666667,2.0,0.14285714285714285,0.2222222222222222
41,187,0.75,1.8,0.07142857142857142,-0.5555555555555556
42,150,1.1666666666666667,1.4,0.35714285714285715,-0.1111111111111111
43,166,1.0833333333333333,1.1,-0.14285714285714285,-0.7777777777777778
44,182,0.75,1.5,0.0,0.2222222222222222
